Sale_Date,Product_Name,Category,Unit_Price,Is_Promotion,Sales_Volume,Lost_Sales,Stock_Quantity,Reorder_Level,Reorder_Quantity,Reorder_Triggered,Days_To_Expiry,Expiration_Date,Status,Day_of_Week,Month,Year,Is_Weekend,Is_Holiday_Period,Inventory_Turnover_Rate
2023-01-01,Frozen Berries 400g,Frozen,3.29,False,19,0,641,154,660,False,365,2024-01-01,In Stock,Sunday,1,2023,True,False,0.0296
2023-01-01,Orange Juice 1L,Beverages,2.99,False,48,0,1302,315,1350,False,14,2023-01-15,In Stock,Sunday,1,2023,True,False,0.0369
2023-01-01,Sparkling Water 1.5L,Beverages,0.99,False,51,0,1599,385,1650,False,365,2024-01-01,In Stock,Sunday,1,2023,True,False,0.0319
2023-01-01,Cola 2L,Beverages,1.99,False,58,0,1742,420,1800,False,365,2024-01-01,In Stock,Sunday,1,2023,True,False,0.0333
2023-01-01,Coffee Beans 250g,Beverages,6.99,False,18,0,582,140,600,False,180,2023-06-30,In Stock,Sunday,1,2023,True,False,0.0309
2023-01-01,Green Tea 20pk,Beverages,2.49,False,23,0,517,126,540,False,730,2024-12-31,In Stock,Sunday,1,2023,True,False,0.0445
2023-01-01,Pasta 500g,Pantry,1.29,False,63,0,1377,336,1440,False,730,2024-12-31,In Stock,Sunday,1,2023,True,False,0.0458
2023-01-01,Rice 1kg,Pantry,1.99,False,46,0,1214,294,1260,False,730,2024-12-31,In Stock,Sunday,1,2023,True,False,0.0379
2023-01-01,Olive Oil 500ml,Pantry,5.49,False,32,0,628,154,660,False,730,2024-12-31,In Stock,Sunday,1,2023,True,False,0.051
2023-01-01,Tomato Sauce 400g,Pantry,1.49,False,40,0,1100,266,1140,False,730,2024-12-31,In Stock,Sunday,1,2023,True,False,0.0364
2023-01-01,Cornflakes 500g,Pantry,2.99,False,40,0,860,210,900,False,365,2024-01-01,In Stock,Sunday,1,2023,True,False,0.0465
2023-01-01,Peanut Butter 340g,Pantry,2.79,False,23,0,727,175,750,False,365,2024-01-01,In Stock,Sunday,1,2023,True,False,0.0316
2023-01-01,Honey 340g,Pantry,3.99,False,19,0,521,126,540,False,730,2024-12-31,In Stock,Sunday,1,2023,True,False,0.0365
2023-01-01,Canned Tuna 185g,Pantry,1.99,False,43,0,917,224,960,False,1095,2025-12-31,In Stock,Sunday,1,2023,True,False,0.0469
2023-01-01,Shampoo 300ml,Personal Care,4.99,False,19,0,431,105,450,False,1095,2025-12-31,In Stock,Sunday,1,2023,True,False,0.0441
2023-01-01,Hand Soap 250ml,Personal Care,2.12,True,25,0,575,140,600,False,1095,2025-12-31,In Stock,Sunday,1,2023,True,False,0.0435
2023-01-01,Toothpaste 100ml,Personal Care,2.99,False,21,0,519,126,540,False,1095,2025-12-31,In Stock,Sunday,1,2023,True,False,0.0405
2023-01-01,Laundry Detergent 1kg,Household,7.99,False,13,0,347,84,360,False,1095,2025-12-31,In Stock,Sunday,1,2023,True,False,0.0375
2023-01-01,Dish Soap 500ml,Household,1.95,True,21,0,639,154,660,False,1095,2025-12-31,In Stock,Sunday,1,2023,True,False,0.0329
2023-01-02,Whole Milk 1L,Dairy,1.89,False,40,0,1252,315,1350,False,14,2023-01-16,In Stock,Monday,1,2023,False,False,0.0319
2023-01-02,Cheddar Cheese 200g,Dairy,3.49,False,20,0,613,154,660,False,30,2023-02-01,In Stock,Monday,1,2023,False,False,0.0326
2023-01-02,Greek Yogurt 500g,Dairy,2.79,False,34,0,827,210,900,False,21,2023-01-23,In Stock,Monday,1,2023,False,False,0.0411
2023-01-02,Butter 250g,Dairy,2.99,False,18,0,496,126,540,False,60,2023-03-03,In Stock,Monday,1,2023,False,False,0.0363
2023-01-02,Eggs 12pk,Dairy,3.29,False,27,0,1070,266,1140,False,28,2023-01-30,In Stock,Monday,1,2023,False,False,0.0252
2023-01-02,White Bread,Bakery,1.99,False,63,0,1517,385,1650,False,7,2023-01-09,In Stock,Monday,1,2023,False,False,0.0415
2023-01-02,Sourdough Loaf,Bakery,3.99,False,29,0,766,196,840,False,5,2023-01-07,In Stock,Monday,1,2023,False,False,0.0379
2023-01-02,Croissants 4pk,Bakery,2.49,False,19,0,552,140,600,False,3,2023-01-05,In Stock,Monday,1,2023,False,False,0.0344
2023-01-02,Bagels 6pk,Bakery,2.99,False,28,0,663,168,720,False,5,2023-01-07,In Stock,Monday,1,2023,False,False,0.0422
2023-01-02,Banana Bread,Bakery,3.49,False,19,0,409,105,450,False,7,2023-01-09,In Stock,Monday,1,2023,False,False,0.0465
2023-01-02,Chicken Breast 500g,Meat,5.99,False,45,0,1111,280,1200,False,5,2023-01-07,In Stock,Monday,1,2023,False,False,0.0405
2023-01-02,Ground Beef 500g,Meat,4.99,False,30,0,981,245,1050,False,4,2023-01-06,In Stock,Monday,1,2023,False,False,0.0306
2023-01-02,Pork Chops 400g,Meat,4.49,False,19,0,556,140,600,False,5,2023-01-07,In Stock,Monday,1,2023,False,False,0.0342
2023-01-02,Salmon Fillet 300g,Meat,7.99,False,26,0,703,175,750,False,3,2023-01-05,In Stock,Monday,1,2023,False,False,0.037
2023-01-02,Turkey Slices 200g,Meat,3.99,False,20,0,504,126,540,False,7,2023-01-09,In Stock,Monday,1,2023,False,False,0.0397
2023-01-02,Apples 1kg,Produce,2.49,False,39,0,1415,350,1500,False,21,2023-01-23,In Stock,Monday,1,2023,False,False,0.0276
2023-01-02,Bananas 1kg,Produce,1.29,False,49,0,1700,420,1800,False,7,2023-01-09,In Stock,Monday,1,2023,False,False,0.0288
2023-01-02,Broccoli 400g,Produce,1.99,False,24,0,989,245,1050,False,7,2023-01-09,In Stock,Monday,1,2023,False,False,0.0243
2023-01-02,Carrots 1kg,Produce,1.49,False,27,0,1138,280,1200,False,21,2023-01-23,In Stock,Monday,1,2023,False,False,0.0237
2023-01-02,Spinach 200g,Produce,2.29,False,26,0,791,196,840,False,5,2023-01-07,In Stock,Monday,1,2023,False,False,0.0329
2023-01-02,Tomatoes 500g,Produce,2.19,False,42,0,1166,294,1260,False,10,2023-01-12,In Stock,Monday,1,2023,False,False,0.036
2023-01-02,Strawberries 250g,Produce,3.49,False,25,0,846,210,900,False,5,2023-01-07,In Stock,Monday,1,2023,False,False,0.0296
2023-01-02,Frozen Pizza,Frozen,4.24,True,34,0,892,224,960,False,365,2024-01-02,In Stock,Monday,1,2023,False,False,0.0381
2023-01-02,Frozen Peas 500g,Frozen,1.79,False,26,0,791,196,840,False,365,2024-01-02,In Stock,Monday,1,2023,False,False,0.0329
2023-01-02,Ice Cream 1L,Frozen,3.99,False,28,0,988,245,1050,False,365,2024-01-02,In Stock,Monday,1,2023,False,False,0.0283
2023-01-02,Frozen Chips 750g,Frozen,2.49,False,37,0,1120,280,1200,False,365,2024-01-02,In Stock,Monday,1,2023,False,False,0.033
2023-01-02,Frozen Berries 400g,Frozen,3.29,False,24,0,617,154,660,False,365,2024-01-02,In Stock,Monday,1,2023,False,False,0.0389
2023-01-02,Orange Juice 1L,Beverages,2.99,False,38,0,1264,315,1350,False,14,2023-01-16,In Stock,Monday,1,2023,False,False,0.0301
2023-01-02,Sparkling Water 1.5L,Beverages,0.99,False,57,0,1542,385,1650,False,365,2024-01-02,In Stock,Monday,1,2023,False,False,0.037
2023-01-02,Cola 2L,Beverages,1.99,False,30,0,1712,420,1800,False,365,2024-01-02,In Stock,Monday,1,2023,False,False,0.0175
2023-01-02,Coffee Beans 250g,Beverages,6.99,False,19,0,563,140,600,False,180,2023-07-01,In Stock,Monday,1,2023,False,False,0.0337
2023-01-02,Green Tea 20pk,Beverages,2.49,False,15,0,502,126,540,False,730,2025-01-01,In Stock,Monday,1,2023,False,False,0.0299
2023-01-02,Pasta 500g,Pantry,1.29,False,50,0,1327,336,1440,False,730,2025-01-01,In Stock,Monday,1,2023,False,False,0.0377
2023-01-02,Rice 1kg,Pantry,1.99,False,46,0,1168,294,1260,False,730,2025-01-01,In Stock,Monday,1,2023,False,False,0.0394
2023-01-02,Olive Oil 500ml,Pantry,5.49,False,16,0,612,154,660,False,730,2025-01-01,In Stock,Monday,1,2023,False,False,0.0261
2023-01-02,Tomato Sauce 400g,Pantry,1.49,False,40,0,1060,266,1140,False,730,2025-01-01,In Stock,Monday,1,2023,False,False,0.0377
2023-01-02,Cornflakes 500g,Pantry,2.99,False,34,0,826,210,900,False,365,2024-01-02,In Stock,Monday,1,2023,False,False,0.0412
2023-01-02,Peanut Butter 340g,Pantry,2.79,False,33,0,694,175,750,False,365,2024-01-02,In Stock,Monday,1,2023,False,False,0.0476
2023-01-02,Honey 340g,Pantry,3.99,False,18,0,503,126,540,False,730,2025-01-01,In Stock,Monday,1,2023,False,False,0.0358
2023-01-02,Canned Tuna 185g,Pantry,1.99,False,30,0,887,224,960,False,1095,2026-01-01,In Stock,Monday,1,2023,False,False,0.0338
2023-01-02,Shampoo 300ml,Personal Care,4.99,False,13,0,418,105,450,False,1095,2026-01-01,In Stock,Monday,1,2023,False,False,0.0311
2023-01-02,Hand Soap 250ml,Personal Care,2.49,False,22,0,553,140,600,False,1095,2026-01-01,In Stock,Monday,1,2023,False,False,0.0398
2023-01-02,Toothpaste 100ml,Personal Care,2.99,False,18,0,501,126,540,False,1095,2026-01-01,In Stock,Monday,1,2023,False,False,0.0359
2023-01-02,Laundry Detergent 1kg,Household,7.99,False,11,0,336,84,360,False,1095,2026-01-01,In Stock,Monday,1,2023,False,False,0.0327
2023-01-02,Dish Soap 500ml,Household,1.95,True,24,0,615,154,660,False,1095,2026-01-01,In Stock,Monday,1,2023,False,False,0.039
2023-01-03,Whole Milk 1L,Dairy,1.89,False,43,0,1209,315,1350,False,14,2023-01-17,In Stock,Tuesday,1,2023,False,False,0.0356
2023-01-03,Cheddar Cheese 200g,Dairy,3.49,False,23,0,590,154,660,False,30,2023-02-02,In Stock,Tuesday,1,2023,False,False,0.039
2023-01-03,Greek Yogurt 500g,Dairy,2.79,False,25,0,802,210,900,False,21,2023-01-24,In Stock,Tuesday,1,2023,False,False,0.0312
2023-01-03,Butter 250g,Dairy,2.99,False,16,0,480,126,540,False,60,2023-03-04,In Stock,Tuesday,1,2023,False,False,0.0333
2023-01-03,Eggs 12pk,Dairy,2.8,True,34,0,1036,266,1140,False,28,2023-01-31,In Stock,Tuesday,1,2023,False,False,0.0328
2023-01-03,White Bread,Bakery,1.99,False,44,0,1473,385,1650,False,7,2023-01-10,In Stock,Tuesday,1,2023,False,False,0.0299
2023-01-03,Sourdough Loaf,Bakery,3.99,False,30,0,736,196,840,False,5,2023-01-08,In Stock,Tuesday,1,2023,False,False,0.0408
2023-01-03,Croissants 4pk,Bakery,2.49,False,21,0,531,140,600,False,3,2023-01-06,In Stock,Tuesday,1,2023,False,False,0.0395
2023-01-03,Bagels 6pk,Bakery,2.99,False,25,0,638,168,720,False,5,2023-01-08,In Stock,Tuesday,1,2023,False,False,0.0392
2023-01-03,Banana Bread,Bakery,3.49,False,15,0,394,105,450,False,7,2023-01-10,In Stock,Tuesday,1,2023,False,False,0.0381
2023-01-03,Chicken Breast 500g,Meat,5.09,True,30,0,1081,280,1200,False,5,2023-01-08,In Stock,Tuesday,1,2023,False,False,0.0278
2023-01-03,Ground Beef 500g,Meat,4.99,False,31,0,950,245,1050,False,4,2023-01-07,In Stock,Tuesday,1,2023,False,False,0.0326
2023-01-03,Pork Chops 400g,Meat,4.49,False,18,0,538,140,600,False,5,2023-01-08,In Stock,Tuesday,1,2023,False,False,0.0335
2023-01-03,Salmon Fillet 300g,Meat,7.99,False,20,0,683,175,750,False,3,2023-01-06,In Stock,Tuesday,1,2023,False,False,0.0293
2023-01-03,Turkey Slices 200g,Meat,3.99,False,16,0,488,126,540,False,7,2023-01-10,In Stock,Tuesday,1,2023,False,False,0.0328
2023-01-03,Apples 1kg,Produce,2.49,False,42,0,1373,350,1500,False,21,2023-01-24,In Stock,Tuesday,1,2023,False,False,0.0306
2023-01-03,Bananas 1kg,Produce,1.29,False,62,0,1638,420,1800,False,7,2023-01-10,In Stock,Tuesday,1,2023,False,False,0.0379
2023-01-03,Broccoli 400g,Produce,1.99,False,29,0,960,245,1050,False,7,2023-01-10,In Stock,Tuesday,1,2023,False,False,0.0302
2023-01-03,Carrots 1kg,Produce,1.49,False,33,0,1105,280,1200,False,21,2023-01-24,In Stock,Tuesday,1,2023,False,False,0.0299
2023-01-03,Spinach 200g,Produce,2.29,False,22,0,769,196,840,False,5,2023-01-08,In Stock,Tuesday,1,2023,False,False,0.0286
2023-01-03,Tomatoes 500g,Produce,2.19,False,24,0,1142,294,1260,False,10,2023-01-13,In Stock,Tuesday,1,2023,False,False,0.021
2023-01-03,Strawberries 250g,Produce,3.49,False,24,0,822,210,900,False,5,2023-01-08,In Stock,Tuesday,1,2023,False,False,0.0292
2023-01-03,Frozen Pizza,Frozen,4.99,False,27,0,865,224,960,False,365,2024-01-03,In Stock,Tuesday,1,2023,False,False,0.0312
2023-01-03,Frozen Peas 500g,Frozen,1.79,False,32,0,759,196,840,False,365,2024-01-03,In Stock,Tuesday,1,2023,False,False,0.0422
2023-01-03,Ice Cream 1L,Frozen,3.99,False,29,0,959,245,1050,False,365,2024-01-03,In Stock,Tuesday,1,2023,False,False,0.0302
2023-01-03,Frozen Chips 750g,Frozen,2.49,False,35,0,1085,280,1200,False,365,2024-01-03,In Stock,Tuesday,1,2023,False,False,0.0323
2023-01-03,Frozen Berries 400g,Frozen,3.29,False,18,0,599,154,660,False,365,2024-01-03,In Stock,Tuesday,1,2023,False,False,0.0301
2023-01-03,Orange Juice 1L,Beverages,2.99,False,29,0,1235,315,1350,False,14,2023-01-17,In Stock,Tuesday,1,2023,False,False,0.0235
2023-01-03,Sparkling Water 1.5L,Beverages,0.99,False,52,0,1490,385,1650,False,365,2024-01-03,In Stock,Tuesday,1,2023,False,False,0.0349
2023-01-03,Cola 2L,Beverages,1.99,False,53,0,1659,420,1800,False,365,2024-01-03,In Stock,Tuesday,1,2023,False,False,0.0319
2023-01-03,Coffee Beans 250g,Beverages,6.99,False,18,0,545,140,600,False,180,2023-07-02,In Stock,Tuesday,1,2023,False,False,0.033
2023-01-03,Green Tea 20pk,Beverages,2.49,False,12,0,490,126,540,False,730,2025-01-02,In Stock,Tuesday,1,2023,False,False,0.0245
2023-01-03,Pasta 500g,Pantry,1.29,False,60,0,1267,336,1440,False,730,2025-01-02,In Stock,Tuesday,1,2023,False,False,0.0474
2023-01-03,Rice 1kg,Pantry,1.99,False,34,0,1134,294,1260,False,730,2025-01-02,In Stock,Tuesday,1,2023,False,False,0.03
2023-01-03,Olive Oil 500ml,Pantry,4.67,True,25,0,587,154,660,False,730,2025-01-02,In Stock,Tuesday,1,2023,False,False,0.0426
2023-01-03,Tomato Sauce 400g,Pantry,1.49,False,52,0,1008,266,1140,False,730,2025-01-02,In Stock,Tuesday,1,2023,False,False,0.0516
2023-01-03,Cornflakes 500g,Pantry,2.54,True,27,0,799,210,900,False,365,2024-01-03,In Stock,Tuesday,1,2023,False,False,0.0338
2023-01-03,Peanut Butter 340g,Pantry,2.79,False,23,0,671,175,750,False,365,2024-01-03,In Stock,Tuesday,1,2023,False,False,0.0343
2023-01-03,Honey 340g,Pantry,3.99,False,19,0,484,126,540,False,730,2025-01-02,In Stock,Tuesday,1,2023,False,False,0.0393
2023-01-03,Canned Tuna 185g,Pantry,1.99,False,30,0,857,224,960,False,1095,2026-01-02,In Stock,Tuesday,1,2023,False,False,0.035
2023-01-03,Shampoo 300ml,Personal Care,4.99,False,10,0,408,105,450,False,1095,2026-01-02,In Stock,Tuesday,1,2023,False,False,0.0245
2023-01-03,Hand Soap 250ml,Personal Care,2.12,True,19,0,534,140,600,False,1095,2026-01-02,In Stock,Tuesday,1,2023,False,False,0.0356
2023-01-03,Toothpaste 100ml,Personal Care,2.99,False,14,0,487,126,540,False,1095,2026-01-02,In Stock,Tuesday,1,2023,False,False,0.0287
2023-01-03,Laundry Detergent 1kg,Household,7.99,False,12,0,324,84,360,False,1095,2026-01-02,In Stock,Tuesday,1,2023,False,False,0.037
2023-01-03,Dish Soap 500ml,Household,2.29,False,18,0,597,154,660,False,1095,2026-01-02,In Stock,Tuesday,1,2023,False,False,0.0302
2023-01-04,Whole Milk 1L,Dairy,1.89,False,52,0,1157,315,1350,False,14,2023-01-18,In Stock,Wednesday,1,2023,False,False,0.0449
2023-01-04,Cheddar Cheese 200g,Dairy,2.97,True,19,0,571,154,660,False,30,2023-02-03,In Stock,Wednesday,1,2023,False,False,0.0333
2023-01-04,Greek Yogurt 500g,Dairy,2.79,False,27,0,775,210,900,False,21,2023-01-25,In Stock,Wednesday,1,2023,False,False,0.0348
2023-01-04,Butter 250g,Dairy,2.99,False,19,0,461,126,540,False,60,2023-03-05,In Stock,Wednesday,1,2023,False,False,0.0412
2023-01-04,Eggs 12pk,Dairy,3.29,False,29,0,1007,266,1140,False,28,2023-02-01,In Stock,Wednesday,1,2023,False,False,0.0288
2023-01-04,White Bread,Bakery,1.99,False,59,0,1414,385,1650,False,7,2023-01-11,In Stock,Wednesday,1,2023,False,False,0.0417
2023-01-04,Sourdough Loaf,Bakery,3.99,False,34,0,702,196,840,False,5,2023-01-09,In Stock,Wednesday,1,2023,False,False,0.0484
2023-01-04,Croissants 4pk,Bakery,2.49,False,15,0,516,140,600,False,3,2023-01-07,In Stock,Wednesday,1,2023,False,False,0.0291
2023-01-04,Bagels 6pk,Bakery,2.99,False,25,0,613,168,720,False,5,2023-01-09,In Stock,Wednesday,1,2023,False,False,0.0408
2023-01-04,Banana Bread,Bakery,3.49,False,16,0,378,105,450,False,7,2023-01-11,In Stock,Wednesday,1,2023,False,False,0.0423
2023-01-04,Chicken Breast 500g,Meat,5.99,False,42,0,1039,280,1200,False,5,2023-01-09,In Stock,Wednesday,1,2023,False,False,0.0404
2023-01-04,Ground Beef 500g,Meat,4.99,False,27,0,923,245,1050,False,4,2023-01-08,In Stock,Wednesday,1,2023,False,False,0.0293
2023-01-04,Pork Chops 400g,Meat,4.49,False,15,0,523,140,600,False,5,2023-01-09,In Stock,Wednesday,1,2023,False,False,0.0287
2023-01-04,Salmon Fillet 300g,Meat,7.99,False,25,0,658,175,750,False,3,2023-01-07,In Stock,Wednesday,1,2023,False,False,0.038
2023-01-04,Turkey Slices 200g,Meat,3.99,False,17,0,471,126,540,False,7,2023-01-11,In Stock,Wednesday,1,2023,False,False,0.0361
2023-01-04,Apples 1kg,Produce,2.49,False,41,0,1332,350,1500,False,21,2023-01-25,In Stock,Wednesday,1,2023,False,False,0.0308
2023-01-04,Bananas 1kg,Produce,1.29,False,50,0,1588,420,1800,False,7,2023-01-11,In Stock,Wednesday,1,2023,False,False,0.0315
2023-01-04,Broccoli 400g,Produce,1.99,False,25,0,935,245,1050,False,7,2023-01-11,In Stock,Wednesday,1,2023,False,False,0.0267
2023-01-04,Carrots 1kg,Produce,1.49,False,33,0,1072,280,1200,False,21,2023-01-25,In Stock,Wednesday,1,2023,False,False,0.0308
2023-01-04,Spinach 200g,Produce,2.29,False,23,0,746,196,840,False,5,2023-01-09,In Stock,Wednesday,1,2023,False,False,0.0308
2023-01-04,Tomatoes 500g,Produce,2.19,False,30,0,1112,294,1260,False,10,2023-01-14,In Stock,Wednesday,1,2023,False,False,0.027
2023-01-04,Strawberries 250g,Produce,3.49,False,31,0,791,210,900,False,5,2023-01-09,In Stock,Wednesday,1,2023,False,False,0.0392
2023-01-04,Frozen Pizza,Frozen,4.99,False,29,0,836,224,960,False,365,2024-01-04,In Stock,Wednesday,1,2023,False,False,0.0347
2023-01-04,Frozen Peas 500g,Frozen,1.79,False,19,0,740,196,840,False,365,2024-01-04,In Stock,Wednesday,1,2023,False,False,0.0257
2023-01-04,Ice Cream 1L,Frozen,3.99,False,32,0,927,245,1050,False,365,2024-01-04,In Stock,Wednesday,1,2023,False,False,0.0345
2023-01-04,Frozen Chips 750g,Frozen,2.12,True,30,0,1055,280,1200,False,365,2024-01-04,In Stock,Wednesday,1,2023,False,False,0.0284
2023-01-04,Frozen Berries 400g,Frozen,3.29,False,21,0,578,154,660,False,365,2024-01-04,In Stock,Wednesday,1,2023,False,False,0.0363
2023-01-04,Orange Juice 1L,Beverages,2.99,False,42,0,1193,315,1350,False,14,2023-01-18,In Stock,Wednesday,1,2023,False,False,0.0352
2023-01-04,Sparkling Water 1.5L,Beverages,0.99,False,38,0,1452,385,1650,False,365,2024-01-04,In Stock,Wednesday,1,2023,False,False,0.0262
2023-01-04,Cola 2L,Beverages,1.99,False,55,0,1604,420,1800,False,365,2024-01-04,In Stock,Wednesday,1,2023,False,False,0.0343
2023-01-04,Coffee Beans 250g,Beverages,5.94,True,17,0,528,140,600,False,180,2023-07-03,In Stock,Wednesday,1,2023,False,False,0.0322
2023-01-04,Green Tea 20pk,Beverages,2.49,False,16,0,474,126,540,False,730,2025-01-03,In Stock,Wednesday,1,2023,False,False,0.0338
2023-01-04,Pasta 500g,Pantry,1.29,False,64,0,1203,336,1440,False,730,2025-01-03,In Stock,Wednesday,1,2023,False,False,0.0532
2023-01-04,Rice 1kg,Pantry,1.99,False,42,0,1092,294,1260,False,730,2025-01-03,In Stock,Wednesday,1,2023,False,False,0.0385
2023-01-04,Olive Oil 500ml,Pantry,5.49,False,20,0,567,154,660,False,730,2025-01-03,In Stock,Wednesday,1,2023,False,False,0.0353
2023-01-04,Tomato Sauce 400g,Pantry,1.49,False,34,0,974,266,1140,False,730,2025-01-03,In Stock,Wednesday,1,2023,False,False,0.0349
2023-01-04,Cornflakes 500g,Pantry,2.99,False,27,0,772,210,900,False,365,2024-01-04,In Stock,Wednesday,1,2023,False,False,0.035
2023-01-04,Peanut Butter 340g,Pantry,2.79,False,25,0,646,175,750,False,365,2024-01-04,In Stock,Wednesday,1,2023,False,False,0.0387
2023-01-04,Honey 340g,Pantry,3.99,False,19,0,465,126,540,False,730,2025-01-03,In Stock,Wednesday,1,2023,False,False,0.0409
2023-01-04,Canned Tuna 185g,Pantry,1.99,False,34,0,823,224,960,False,1095,2026-01-03,In Stock,Wednesday,1,2023,False,False,0.0413
2023-01-04,Shampoo 300ml,Personal Care,4.99,False,16,0,392,105,450,False,1095,2026-01-03,In Stock,Wednesday,1,2023,False,False,0.0408
2023-01-04,Hand Soap 250ml,Personal Care,2.49,False,19,0,515,140,600,False,1095,2026-01-03,In Stock,Wednesday,1,2023,False,False,0.0369
2023-01-04,Toothpaste 100ml,Personal Care,2.99,False,20,0,467,126,540,False,1095,2026-01-03,In Stock,Wednesday,1,2023,False,False,0.0428
2023-01-04,Laundry Detergent 1kg,Household,7.99,False,10,0,314,84,360,False,1095,2026-01-03,In Stock,Wednesday,1,2023,False,False,0.0318
2023-01-04,Dish Soap 500ml,Household,2.29,False,29,0,568,154,660,False,1095,2026-01-03,In Stock,Wednesday,1,2023,False,False,0.0511
2023-01-05,Whole Milk 1L,Dairy,1.89,False,49,0,1108,315,1350,False,14,2023-01-19,In Stock,Thursday,1,2023,False,False,0.0442
2023-01-05,Cheddar Cheese 200g,Dairy,3.49,False,19,0,552,154,660,False,30,2023-02-04,In Stock,Thursday,1,2023,False,False,0.0344
2023-01-05,Greek Yogurt 500g,Dairy,2.79,False,25,0,750,210,900,False,21,2023-01-26,In Stock,Thursday,1,2023,False,False,0.0333
2023-01-05,Butter 250g,Dairy,2.99,False,19,0,442,126,540,False,60,2023-03-06,In Stock,Thursday,1,2023,False,False,0.043
2023-01-05,Eggs 12pk,Dairy,3.29,False,36,0,971,266,1140,False,28,2023-02-02,In Stock,Thursday,1,2023,False,False,0.0371
2023-01-05,White Bread,Bakery,1.99,False,66,0,1348,385,1650,False,7,2023-01-12,In Stock,Thursday,1,2023,False,False,0.049
